Pytanie;Odpowiedź;Rozdział
"Lekami stosowanymi w drugim etapie leczenia stanu padaczkowego są:
A. Kwas walproinowy i cenobamat
B. Karbamazepina i fenytoina
C. Kwas walproinowy, levetiracetam i fenytoina
D. Levetiracetam i lamotrygina
E. Karbamazepina i cenobamat";C. Kwas walproinowy, levetiracetam i fenytoina (egzamin neurologia 2026 cykl A-2.docx, pyt. 58);Padaczka
"Niedowład/porażenie Todda charakteryzują wszystkie ponižsze stwierdzenia ZA WYJATKIEM:
A. Wystąpienie niedowładu/porażenia następuje po napadzie padaczkowym
B. Wystąpienie niedowładu/porażenia poprzedza napad drgawkowy
C. Objawy ustępują najczęściej w ciągu 48 godzin
D. Może imitować objawy udaru mózgu
E. Zwykle związany jest ze strukturalnym uszkodzeniem mózgu";B. Wystąpienie niedowładu/porażenia poprzedza napad drgawkowy (egzamin neurologia 2026 cykl A-2.docx, pyt. 59);Padaczka
"Termin SUDEP oznacza:
A. Zespół nagłej nieoczekiwanej śmierci pacjentów z padaczką
B. Ciężki zespół padaczkowy rozpoczynający się w okresie niemowlęcym
C. Napad padaczkowy powikłany niewydolnością oddechową
D. Napady padaczkowe powikłane licznymi urazami mózgu
E. Naglą śmierć pacjenta z padaczką w następstwie przedawkowania leków";A. Zespół nagłej nieoczekiwanej śmierci pacjentów z padaczką (egzamin neurologia 2026 cykl A-2.docx, pyt. 60);Padaczka
"Nieznaną etiologię ma około:
A. 10% padaczek
B. 20-30% padaczek
C. 50-60% padaczek
D. 5% padaczek
E. ponad 80% padaczek";C. 50-60% padaczek (egzamin neurologia II 2026 cykl A-3.docx, pyt. 10);Padaczka
"Napady padaczkowe węchowe (hakowe) najczęściej pojawiają się w wyniku uszkodzenia:
A. podstawy płata czołowego
B. bocznej części płata skroniowego
C. przyśrodkowej części płata skroniowego
D. płata potylicznego
E. płata ciemieniowego";C. przyśrodkowej części płata skroniowego (egzamin neurologia II 2026 cykl A-3.docx, pyt. 11);Padaczka
"Do leków p/padaczkowych, których poziom można oznaczyć w surowicy krwi zalicza się:
A. fenytoinę
B. karbamazepinę
C. lamotryginę
D. kwas walproinowy
E. wszystkie odpowiedzi są prawidłowe";E. wszystkie odpowiedzi są prawidłowe (egzamin neurologia II 2026 cykl A-3.docx, pyt. 12);Padaczka
"Do definicji stanu padaczkowego odnosi się stwierdzenie:
A. napad padaczkowy przedłużający się powyżej 2-3 minuty
B. napad padaczkowy przedłużający się powyżej 5 minut
C. kilka napadów padaczkowych powtarzających się w ciągu 1 doby
D. powtarzające się 2 lub więcej napady padaczkowe, pomiędzy którymi chory nie odzyskuje świadomości
E. prawidłowe odpowiedzi b i d";E. prawidłowe odpowiedzi b i d (egzamin neurologia II 2026 cykl A-3.docx, pyt. 13);Padaczka
"Zawroty głowy, ataksja, oczopląs, hyponatremia, wysypka skórna - mogą sugerować przedawkowanie:
A. karbamazepiny
B. kwasu walproinowego
C. gabapentyny
D. clonazepamu
E. topiramatu";A. karbamazepiny (egzamin neurologia II 2026 cykl A-3.docx, pyt. 14);Padaczka
"Nieprawidłowe stwierdzenie dotyczące napadów padaczkowych z odstawienia alkoholu to:
A. zwykle występują kilka-kilkanaście godzin po odstawieniu alkoholu
B. najczęściej są to napady ogniskowe
C. u 3% chorych mogą wystąpić stany padaczkowe
D. w leczeniu podaje się tiaminę dożylnie
E. u 30% rozwija się delirium";B. najczęściej są to napady ogniskowe (egzamin neurologia II 2026 cykl A-3.docx, pyt. 15);Padaczka
"Typowym objawem udaru w zakresie tętnicy tylnej mózgu (PCA) jest:
A. afazja ruchowa
B. hemianopsja jednoimienna
C. apraksja kończyn
D. zespół opuszkowy
E. ataksja tułowia
F. 42 . W przypadku udaru niedokrwiennego w zakresie pnia mózgu mogą wystąpić:
G. izolowana afazja
H. oczopląs i porażenie spojrzenia bocznego
I. jednostronna ślepota
J. apraksja kończyn
K. zespół zaniedbywania przestrzennego
L. Wskaż prawdziwe zdanie dotyczące znaczenia prążków oligoklonalnych (OCB) w płynie mózgowo-rdzeniowym w stwardnieniu rozsianym (SM):
M. są obecnie u >90% chorych, odzwierciedlają wewnątrzmózgową syntezę immunoglobulin i nie są swoiste dla SM
N. występują wyłącznie w SM i znikają po leczeniu immunomodulacyjnym
O. ich brak wyklucza rozpoznanie SM
P. obecne są tylko w czasie rzutu i ściśle korelują z nasileniem objawów
Q. powstają wyłącznie przeciw wirusom odry i różyczki
R. Do kryteriów “rozsiania w czasie” wg kryteriów diagnostycznych stwardnienia rozsianego (McDonalda z 2017 r.) należą:
S. wystąpienie kolejnego rzutu choroby
T. obecność oligoklonalnych prążków Ig w płynie mózgowo-rdzeniowym
U. obecność nowej zmiany demielinizacyjnej w badaniu rezonansowym
V. obecność zarówno zmian nieaktywnych oraz aktywnych (wzmacniających się po podaniu kontrastu) w badaniu rezonansowym
W. wszystkie powyższe
X. Które zdanie o epidemiologii otępienia jest prawdziwe:
Y. ryzyko otępienia maleje po 85 r.ż.
Z. ryzyko zachorowania podwaja się co 5 lat; po 85 r.ż. przekracza 40%
[. na świecie choruje około 5 mln osób
\. w Polsce choruje ok. 50 tys. osób
]. w wieku 65-70 lat częstość wynosi ~10%
^. Choroba Parkinsona z otępieniem (PDD) vs. otępienie z ciałami Lewy’ego (DLB) - prawidłowe jest:
_. w DLB otępienie pojawia się dopiero po ≥ 10 latach parkinsonizmu
`. PDD rozpoznaje się, gdy otępienie poprzedza objawy ruchowe
a. PDD rozpoznaje się, gdy otępienie rozwija się ≥ 1 rok po wystąpieniu objawów parkinsonowskich (“reguła roku”)
b. “reguła roku” dotyczy wyłącznie otępienia naczyniopochodnego
c. w PDD nie występują omamy wzrokowe
d. Niedowład/Porażenie Todda charakteryzują wszystkie poniższe stwierdzenia za wyjątkiem:
e. wystąpienie niedowładu/porażenia następuje po napadzie padaczkowym
f. występowanie niedowładu/porażenia poprzedza napad drgawkowy
g. objawy ustępują najpóźniej do 48h
h. może imitować objawy udaru mózgu
i. zwykle związany jest ze strukturalnym uszkodzeniem mózgu
j. Które z podanych niżej stwierdzeń nie odnosi się do krwiaka nadtwardówkowego:
k. krwawienie do przestrzeni między oponą twardą a czaszką
l. stanowi około 30% wszystkich urazów czaszkowo-mózgowych
m. najczęściej spowodowany urazem tętnicy oponowej środkowej
n. w obrazie klinicznym może wystąpić tzw. “lucidum intervallum”
o. najczęściej ma ostry przebieg
p. Z zanikami mięśniowymi drobnych mięśni rąk spotykamy się w poniższych jednostkach chorobowych za wyjątkiem:
q. stwardnienia zanikowego bocznego
r. zespołu żebra szyjnego
s. neuropatii ruchowej z blokiem przewodzenia
t. uszkodzenia górnej części splotu ramiennego (Erba)
u. Dystrofii Welander
v. W zespole Lamberta-Eatona nie spodziewamy się wyraźnej poprawy po leczeniu:
w. sterydami
x. inhibitorami esterazy cholinowej
y. lekami immunosupresyjnymi
z. plazmafereza
{. immunoglobulinami
|. jakieś leki -> wszystkie xd
}. Prawidłowe o SM -> efekt migracji przed 15 rz
~. dziod z udarem -> 1,2 a nie wszystkie? Tam w 7 było porażenie Todda i jeszcze w 3 hipoglikemia jak rozkminialem z czatem mówił ze todd po padaczce by był a tam nie było chyba
. ośrodkowy n VII -> przeciwstronnie z czołem (smak nie bo ośrodkowy)
. MR w niedokrwiennym -> hipodensyjny w ADC chyba tam chyba powinno być ze hiperintensywny w dwi i obniżony w adc
. lek w padaczce z ataksja itp ->karbamazepina
. alzheimer -> beta amyloid białko tau
. PICA -> zespół wallenberga
. udar lakunarny-> lipohialinoza
. zaburzenia wechu hakowe -> przyśrodkowe skroniowe uszkodzenie
. ropień -> neuroobrazowanie
. menigititis -> białko podwyższone glukoza obniżona neutrofile podwyższone
. zespół padaczkowy -> b i d
. największe ryzyko afazji -> środkowa
. więcej nie pamietam + 10 z bazy I termin
. Pytanie z wybraniem NOTCH1 dla CADASIL
. Objaw goversa gdzie występuje - dystrofia mięśniowa
. Z padaczką metaboliczna - na logike jakas fajna odp była
. emg ze coraz słabsze -> chyba tez lambert
. lambert eaton co nie pasuje
. współistnieje z rakiem
. najczęściej mężczyźni
. brak objawu kolanowego
. coś emg <-chyba to chat mówi tak
. nuzliwosc kończyn dolnych
. najbardziej charakterystyczny w neuroboreliozie czy coś takiego -> nerw twarzowy??
. autonomiczne -> zanik wieloukladowy
. Nieprawidłowe dotyczące napadów padaczkowych z odstawienia alkoholu
. występują kilka-kilkanaście godzin po odstawieniu
. najczęściej są to napady ogniskowe
. u 3% przechodzą w stany padaczkowe
. w leczeniu podaje się tiamine dożylnie
. u 30% rozwija się delirium
. stężenie których leków można oznaczyć we krwi
. karbamazepina
. kwas walprinowy
 . wszystkie";B. hemianopsja jednoimienna (egzamin neurologia II 2026 cykl A-3.docx, pyt. 41);Padaczka
Padaczka: co trzeba pamiętać o: ten punkt?;Napad padaczkowy to przemijające objawy wynikające z nadmiernej, synchronicznej czynności neuronów.;Padaczka
Padaczka: co trzeba pamiętać o: ten punkt?;"Padaczka to skłonność do nawracających nieprowokowanych napadów; pojedynczy napad prowokowany nie musi oznaczać padaczki.";Padaczka
Padaczka: co trzeba pamiętać o: ten punkt?;Napady ogniskowe mogą przebiegać bez zaburzeń świadomości lub z zaburzeniami świadomości i mogą wtórnie uogólniać się.;Padaczka
Padaczka: co trzeba pamiętać o: Napady uogólnione?;Napady uogólnione: nieświadomości, miokloniczne, toniczne, kloniczne, toniczno-kloniczne, atoniczne.;Padaczka
Padaczka: co trzeba pamiętać o: Diagnostyka?;Diagnostyka: dokładny opis napadu/świadek, EEG, neuroobrazowanie przy podejrzeniu przyczyny strukturalnej, badania metaboliczne i różnicowanie omdleń.;Padaczka
Padaczka: co trzeba pamiętać o: Ogniskowy zaczyna się w jednej sieci, uogólniony od razu obejmuje obie półkule.?;Ogniskowy zaczyna się w jednej sieci, uogólniony od razu obejmuje obie półkule.;Padaczka
Padaczka: co trzeba pamiętać o: ten punkt?;Absence: krótkie wyłączenia, często prowokowane hiperwentylacją, bez splątania ponapadowego.;Padaczka
Padaczka: co trzeba pamiętać o: Po napadzie toniczno-klonicznym oczekuj fazy ponapadowej?;Po napadzie toniczno-klonicznym oczekuj fazy ponapadowej: senność, splątanie, bóle mięśni, przygryzienie języka.;Padaczka
Padaczka: odtwórz fakt ze skryptu zaczynający się od: Napad padaczkowy to epizod przemijających, obiektywnych i/lub...;Napad padaczkowy to epizod przemijających, obiektywnych i/lub subiektywnych objawów klinicznych spowodowanych nieprawidłową, nadmierną aktywnością kom. nerwowych mózgu.;Padaczka
Padaczka: co pamiętasz o: przyczyny zgonów?;stan padaczkowy, urazy, SUDEP (sudden unexpected death in epilepsy);Padaczka
Padaczka: odtwórz fakt ze skryptu zaczynający się od: Padaczka objawowa a. uwarunkowana genetycznie i. 20% padaczek (większe...;Padaczka objawowa a. uwarunkowana genetycznie i. 20% padaczek (większe ryzyko gdy chorowała matka niż gdy chorował ojciec);Padaczka
Padaczka: odtwórz fakt ze skryptu zaczynający się od: Do napadu padaczkowego dochodzi w wyniku zaburzenia równowagi między...;Do napadu padaczkowego dochodzi w wyniku zaburzenia równowagi między procesami hamowania (GABA- ergicznymi), a procesami pobudzania (glutaminergicznymi).;Padaczka
"Do ogniskowych urazów mózgu NIE NALEŻY
A. Krwiak nadtwardówkowy
B. Uraz penetrujący
C. Wstrząśnienie mózgu
D. Stłuczenie mózgu
E. Krwiak śródmózgowy";C. Wstrząśnienie mózgu (egzamin neurologia 2026 cykl A-2.docx, pyt. 12);Guzy OUN i urazy czaszkowo-mózgowe
"Które z podanych niżej stwierdzeń NIE ODNOSI SIĘ do krwiaka nadtwardówkowego:
A. Krwawienie do przestrzeni między oponą twardą a czaszką
B. Stanowi około 30% wszystkich urazów czaszkowo-mózgowych
C. Najczęściej spowodowany urazem tętnicy oponowej środkowej
D. obrazie klinicznym może wystąpić tzw. „lucidum intervallum""
E. Najczęściej ma ostry przebieg";B. Stanowi około 30% wszystkich urazów czaszkowo-mózgowych (egzamin neurologia 2026 cykl A-2.docx, pyt. 14);Guzy OUN i urazy czaszkowo-mózgowe
"Objaw Cushinga w przebiegu urazów czaszkowo-mózgowych charakteryzuje:
A. Wzrost RR, bradykardia
B. Wzrost RR, tachykardia
C. Spadek RR, bradykardia
D. Spadek RR, tachykardia
E. Objaw ten nie jest związany z ciśnieniem tętniczym ani akcją serca";A. Wzrost RR, bradykardia (egzamin neurologia 2026 cykl A-2.docx, pyt. 15);Guzy OUN i urazy czaszkowo-mózgowe
"Przy jakim wyniku Glasgow Coma Scale (GCS) istnieją wskazania do intubacji chorego?
A. 12 pkt
B. 11 pkt.
C. 10 pkt.
D. 9 pkt.
E. <8 pkt.";E. <8 pkt. (egzamin neurologia 2026 cykl A-2.docx, pyt. 16);Guzy OUN i urazy czaszkowo-mózgowe
"Leki, których NIE STOSUJE SIĘ w celu obniżenia ciśnienia śródczaszkowego w urazach to:
A. 20% mannitolu
B. Furosemid
C. Hipertoniczny roztwór NaCl
D. Sterydy
E. Torasemid";D. Sterydy (egzamin neurologia 2026 cykl A-2.docx, pyt. 17);Guzy OUN i urazy czaszkowo-mózgowe
"Która z wymienionych odpowiedzi najlepiej odpowiada padaczce o etiologii metabolicznej?
A. padaczka rozwijająca się po udarze niedokrwiennym
B. padaczka związana z urazem czaszkowo-mózgowym
C. padaczka w przebiegu autoimmunologicznego zapalenia mózgu
D. padaczka w stwardnieniu guzowatym
E. padaczka w przebiegu mocznicy lub porfirii";E. padaczka w przebiegu mocznicy lub porfirii (egzamin neurologia II 2026 cykl A-3.docx, pyt. 38);Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: Guzy śródczaszkowe?;Guzy śródczaszkowe: objawy ogólne z ciasnoty, napady padaczkowe, deficyty ogniskowe i zmiany psychiczne zależne od lokalizacji.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: Ciasnota śródczaszkowa?;Ciasnota śródczaszkowa: ból głowy, wymioty, tarcza zastoinowa, senność, porażenie VI i ryzyko wgłobienia.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: Guzy rdzenia/kanału kręgowego?;Guzy rdzenia/kanału kręgowego: ból korzeniowy, narastający niedowład, zaburzenia czucia z poziomem i zaburzenia zwieraczy.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: ten punkt?;"Przerzuty do OUN są częstsze niż pierwotne guzy u dorosłych; myśl o płucu, piersi, czerniaku, nerce i przewodzie pokarmowym.";Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: Krwiak nadtwardówkowy?;Krwiak nadtwardówkowy: często uraz tętnicy oponowej środkowej, możliwy 'jasny okres', szybkie narastanie.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: ten punkt?;"Nadtwardówkowy = tętnica i jasny okres; podtwardówkowy = żyły i starszy pacjent; podpajęczynówkowy = piorunujący ból.";Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: ten punkt?;Guz powoli narasta, udar jest nagły, infekcja zwykle ma gorączkę/stan zapalny - tempo pomaga.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: co trzeba pamiętać o: ten punkt?;Objawy rdzeniowe plus ból nocny/nowotwór w wywiadzie traktuj jako kompresję do wykluczenia.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: odtwórz fakt ze skryptu zaczynający się od: Felbamat - lekooporne napady w z....;Felbamat - lekooporne napady w z. Lennoxa-Gastauta;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: odtwórz fakt ze skryptu zaczynający się od: Najczęstsza przyczyna - choroby naczyniowe mózgu, procesy...;Najczęstsza przyczyna - choroby naczyniowe mózgu, procesy zwyrodnieniowe z otępieniem i guzy mózgu;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: odtwórz fakt ze skryptu zaczynający się od: Napady częściowe złożone, z wtórym uogólnieniem lub bez...;Napady częściowe złożone, z wtórym uogólnieniem lub bez uogólnienia;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: odtwórz fakt ze skryptu zaczynający się od: Częstość napadów nie jest duża, ale pomroczny stan napadowy utrzymuje...;Częstość napadów nie jest duża, ale pomroczny stan napadowy utrzymuje się dość długo;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: odtwórz fakt ze skryptu zaczynający się od: Próbę odstawienia leku p/padaczkowego można podjąć po min. 2-letnim...;Próbę odstawienia leku p/padaczkowego można podjąć po min. 2-letnim okresie wolnym od napadów, biorąc pod uwagę zapis EEG.;Guzy OUN i urazy czaszkowo-mózgowe
Guzy OUN i urazy czaszkowo-mózgowe: odtwórz fakt ze skryptu zaczynający się od: Padaczka lekooporna - 2 kolejne, odpowiednio dobrane i stosowane...;Padaczka lekooporna - 2 kolejne, odpowiednio dobrane i stosowane schematy leczenia nie zapewniają kontroli napadów (min. okres remisji to 12 msc. lub 3-krotność odstępu między napadami w okresie przed leczeniem).;Guzy OUN i urazy czaszkowo-mózgowe
"Objawy uszkodzenia komórek rogów przednich w rdzeniu wyraźne są we wszystkich poniższych jednostkach chorobowych ZA WYJĄTKIEM:
A. Choroby Heine-Medina
B. Rdzeniowego zaniku mięśni
C. Stwardnienia zanikowego bocznego
D. Jamistości rdzenia
E. Zatrucia pestycydami fosfoorganicznymi";E. Zatrucia pestycydami fosfoorganicznymi (egzamin neurologia 2026 cykl A-2.docx, pyt. 76);Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: ten punkt?;Zatrucia neurologiczne dają encefalopatię, drgawki, neuropatie, objawy pozapiramidowe, zaburzenia autonomiczne lub śpiączkę - zawsze pytaj o ekspozycję.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: ten punkt?;Alkohol: ostre zatrucie, zespół abstynencyjny, majaczenie drżenne, encefalopatia Wernickego, zespół Korsakowa, polineuropatia i zwyrodnienie móżdżku.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: Encefalopatia Wernickego?;"Encefalopatia Wernickego: zaburzenia świadomości, ataksja, oftalmoplegia; kojarz z niedoborem tiaminy.";Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: Leki i narkotyki?;Leki i narkotyki: obraz zależy od grupy, ale kluczowe są źrenice, oddech, temperatura, napięcie mięśniowe, drgawki i rytm serca.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: Bezsenność?;Bezsenność: trudność zasypiania, utrzymania snu lub wczesne budzenie z pogorszeniem funkcjonowania.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: Wernicke?;Wernicke: daj tiaminę w głowie przed glukozą w scenariuszach niedożywienia/alkoholu.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: REM behavior disorder łączy się z PD, DLB i MSA.?;REM behavior disorder łączy się z PD, DLB i MSA.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: co trzeba pamiętać o: Toksykologia neurologiczna to wzorzec?;Toksykologia neurologiczna to wzorzec: świadomość + źrenice + oddech + temperatura + ruchy.;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: odtwórz fakt ze skryptu zaczynający się od: Encefalopatia pourazowa trwałe uszkodzenie OUN deficyt ruchowo-czuciowy...;Encefalopatia pourazowa trwałe uszkodzenie OUN deficyt ruchowo-czuciowy padaczka, zaburzenia mowy i czynności poznawczych zmiany osobowości, obniżenie napędu;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: odtwórz fakt ze skryptu zaczynający się od: Najczęściej są przewlekłe i manifestują się zespołem rzekomonerwicowym...;Najczęściej są przewlekłe i manifestują się zespołem rzekomonerwicowym (uszkodzenie ośrodkowe) i polineuropatią (uszkodzenie obwodowe).;Toksyczne uszkodzenia OUN i zaburzenia snu
Toksyczne uszkodzenia OUN i zaburzenia snu: odtwórz fakt ze skryptu zaczynający się od: sam As nie jest trujący, ale jego tlenki tak huty miedzi, przemysł...;sam As nie jest trujący, ale jego tlenki tak huty miedzi, przemysł elektroniczny, górnictwo rud metali, elektrownie węglowe hamuje aktywności enzymów mitochondrialnych - zab. oddychania tkankowego;Toksyczne uszkodzenia OUN i zaburzenia snu
"Które z poniższych objawów najczęściej występują w opryszczkowym zapaleniu mózgu HSV-1?
A. niedowład połowiczy
B. ataksja
C. zaburzenia świadomości, drgawki
D. diplopia i porażenie nerwu VI
E. zespół Hornera";C. zaburzenia świadomości, drgawki (egzamin neurologia 2026 cykl A-2.docx, pyt. 10);Zaburzenia świadomości, śpiączka i śmierć mózgu
"Do napadów ogniskowych NIE ZALICZAMY:
A. napadów wzrokowych
B. napadów wegetatywnych
C. napadów czuciowych
D. napadów nieświadomości
E. napadów słuchowych";D. napadów nieświadomości (egzamin neurologia 2026 cykl A-2.docx, pyt. 38);Zaburzenia świadomości, śpiączka i śmierć mózgu
"Które z poniższych objawów sugeruje krwotok móżdżkowy wymagający pilnej interwencji neurochirurgicznej?
A. jednostronny oczopląs poziomy
B. ataksja kończynowa bez zaburzeń świadomości
C. szybko narastające zaburzenia świadomości i wymioty
D. dysartria bez innych objawów
E. izolowane zawroty głowy";C. szybko narastające zaburzenia świadomości i wymioty (egzamin neurologia II 2026 cykl A-3.docx, pyt. 17);Zaburzenia świadomości, śpiączka i śmierć mózgu
"Wskaż zdanie prawidłowe dotyczące napadów ogniskowych:
A. napad ogniskowy rozpoczyna się patologicznym wyładowaniem w tworze siatkowatym pnia mózgu
B. w czasie napadu ogniskowego świadomość jest zawsze zaburzona
C. przykładem napadu ogniskowego z płata czołowego jest napad ruchowy typu Jacksona
D. napady skroniowe zazwyczaj są krótkie i występują często podczas snu
E. napady mające swoje źródło w płacie czołowym zazwyczaj przebiegają z zaburzeniami świadomości";C. przykładem napadu ogniskowego z płata czołowego jest napad ruchowy typu Jacksona (egzamin neurologia II 2026 cykl A-3.docx, pyt. 39);Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: ten punkt?;"Świadomość ma komponent przytomności i treści; zaburzenia mogą wynikać z uszkodzenia pnia/układu siatkowatego albo rozlanego uszkodzenia półkul.";Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: Ocena śpiączki?;Ocena śpiączki: reakcja na bodźce, źrenice, ruchy gałek, odruchy pniowe, tor oddychania, napięcie i objawy ogniskowe.;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: ten punkt?;"GCS obejmuje otwieranie oczu, odpowiedź słowną i ruchową; pomaga opisać ciężkość, ale nie zastępuje lokalizacji.";Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: Przyczyny śpiączki?;Przyczyny śpiączki: strukturalne, metaboliczne, toksyczne, infekcyjne, napadowe, pourazowe i naczyniowe.;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: Śmierć mózgu?;Śmierć mózgu: nieodwracalne ustanie czynności całego mózgu, zwłaszcza pnia, przy spełnieniu warunków i wykluczeniu czynników odwracalnych.;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: ten punkt?;"Śpiączka metaboliczna zwykle jest bardziej symetryczna; ogniskowe objawy i asymetria źrenic pchają w stronę strukturalną.";Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: ten punkt?;Przed rozpoznaniem śmierci mózgu trzeba wykluczyć hipotermię, zatrucia, leki depresyjne i zaburzenia metaboliczne.;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co trzeba pamiętać o: Pnień mózgu testujesz oczami, źrenicami, rogówką, kaszlem, oddechem.?;Pnień mózgu testujesz oczami, źrenicami, rogówką, kaszlem, oddechem.;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: odtwórz fakt ze skryptu zaczynający się od: najczęstszą przyczyną bezsenności są zaburzenia psychiczne (dystymia,...;najczęstszą przyczyną bezsenności są zaburzenia psychiczne (dystymia, depresja, lęk, stres, OCD) bezsenność przygodna, krótkotrwała - lek nasenny + higiena snu bezsenność przewlekła - terapia poznawczo-behawioralna;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: co pamiętasz o: leczenie?;TLPD i SSRI, selegilina, modafinil, drzemki w czasie dnia, pochodne amfetaminy;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: odtwórz fakt ze skryptu zaczynający się od: Parasomnia (somnambulizm lub lęki nocne) różnicowanie z padaczką i zab....;Parasomnia (somnambulizm lub lęki nocne) różnicowanie z padaczką i zab. psychiatrycznymi;Zaburzenia świadomości, śpiączka i śmierć mózgu
Zaburzenia świadomości, śpiączka i śmierć mózgu: odtwórz fakt ze skryptu zaczynający się od: Świadomość - zdolność do prawidłowego postrzegania samego siebie i...;Świadomość - zdolność do prawidłowego postrzegania samego siebie i otoczenia. Wymaga zachowania przytomności ze zdolnością do reagowania na adekwatne bodźce.;Zaburzenia świadomości, śpiączka i śmierć mózgu
"Zespól rzekomoopuszkowy objawia się jako:
A. Dysfagia, dyzartria
B. Zaniki mięśni języka ( a one nie występują przy zespole opuszkowym?)
C. Wygórowane odruchy podniebienne, gardłowe oraz żuchwowy
D. + b
E. + c, a nie to?";E. + c, a nie to? (egzamin neurologia 2026 cykl A-2.docx, pyt. 64);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"25-letnia pacjentka zgłosiła się na SOR z powodu nagłego pogorszenia widzenia w jednym oku z towarzyszącym bólem przy poruszaniu gałką oczną oraz zaburzeniami rozpoznawania barw. Dwa tygodnie wcześniej leczyła się na zapalenie zatok. W badaniu dna oka: odskroniowe zblednięcie tarczy nerwu wzrokowego, tarcza płaska o wyraźnie zaznaczonych granicach. Objawy i obraz dna oka sugerują:
A. Pozagałkowe zapalenie nerwu wzrokowego
B. Śródgałkowe zapalenie nerwu wzrokowego
C. Zanik nerwu wzrokowego
D. Neuropatię nerwu wzrokowego
E. Nowotwór nerwu wzrokowego";A. Pozagałkowe zapalenie nerwu wzrokowego (egzamin neurologia 2026 cykl A-2.docx, pyt. 66);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
